comparison,comparison_class,pathway,vanilla_adjusted_p,genept_adjusted_p,l2_adjusted_p,detection_state,l2_significant
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,1.0,1.0,1.0,Neither significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,0.0097584713570728,0.13526035610156,1.0,Vanilla-only significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,7.59821454952666e-05,0.000433380384227113,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,1.30503068036235e-87,9.17217800651755e-62,1.70868562667107e-68,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_CARBOHYDRATES,2.77883910078929e-71,1.06832090539754e-72,7.00137393656062e-70,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_COFACTORS,1.49353995298223e-42,2.65667369884701e-38,2.14074921162597e-31,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,0.0385837463047961,0.13526035610156,1.0,Vanilla-only significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,5.15613612835489e-26,3.63965929140039e-25,4.71093364694359e-16,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_NUCLEOTIDES,1.25105576394142e-56,1.80910764525305e-41,2.42421452097296e-49,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_POLYAMINES,1.43499306006789e-75,9.24912021568769e-66,9.25287460153427e-45,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_PORPHYRINS,0.0021860417311304,0.00468956079017448,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_STEROID_HORMONES,6.46502964707602e-08,1.17742273245071e-05,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_STEROIDS,2.84150512869212e-34,1.51223275334187e-29,2.48901722162524e-24,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,6.82849859893372e-58,2.12275205721903e-40,1.19441384535048e-43,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,2.2202244100253e-55,2.92785163742493e-36,2.66900507097841e-33,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,1.21189664804807e-28,2.42859083435904e-32,2.20391347296932e-15,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_NICOTINATE_METABOLISM,1.05844841982567e-22,1.05844841982567e-22,9.99031873447338e-15,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_NUCLEOBASE_CATABOLISM,1.51223275334187e-29,1.30887752681783e-19,4.71093364694359e-16,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_PEPTIDE_HORMONE_METABOLISM,2.31452742713601e-20,1.30887752681783e-19,1.30887752681783e-19,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_PEROXISOMAL_LIPID_METABOLISM,1.17742273245071e-05,0.00468956079017448,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_PHOSPHOLIPID_METABOLISM,1.82804262946591e-30,3.63965929140039e-25,2.83364959288636e-37,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_PI_METABOLISM,9.40871050159527e-28,7.07644756268212e-27,2.31452742713601e-20,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_PYRUVATE_METABOLISM,6.94353713167924e-46,2.84150512869212e-34,2.42859083435904e-32,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,2.65667369884701e-38,1.80910764525305e-41,2.84150512869212e-34,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,7.07644756268212e-27,5.15613612835489e-26,1.30887752681783e-19,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,2.20391347296932e-15,2.07917574269699e-08,9.75685339973891e-17,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,1.60172867516261e-50,9.25287460153427e-45,2.92785163742493e-36,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SIALIC_ACID_METABOLISM,0.00018428004519201,0.000988364856096536,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,4.38802120042647e-14,2.07917574269699e-08,0.000433380384227113,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SPHINGOLIPID_METABOLISM,1.62656340577059e-10,6.46502964707602e-08,4.42452743464991e-06,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SULFUR_AMINO_ACID_METABOLISM,9.75685339973891e-17,4.71093364694359e-16,1.86754216646101e-13,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,1.51223275334187e-29,2.20391347296932e-15,7.17128029319931e-19,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,0.0385837463047961,0.0733310834695086,1.0,Vanilla-only significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,0.000988364856096536,0.0733310834695086,1.0,Vanilla-only significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL,4.38802120042647e-14,1.62656340577059e-10,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_PA,0.0021860417311304,0.0385837463047961,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_PC,9.99031873447338e-15,3.07782730667905e-12,4.42452743464991e-06,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,0.420945227971492,1.0,1.0,Neither significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,5.69202046739247e-07,1.17742273245071e-05,1.0,Both significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,5.15613612835489e-26,3.63965929140039e-25,3.80680511438095e-18,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,1.6490339403344e-23,7.07644756268212e-27,4.71093364694359e-16,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,0.0733310834695086,0.00468956079017448,1.0,GenePT-only significant,False
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_TP53_REGULATES_METABOLIC_GENES,3.55409829189892e-48,3.55409829189892e-48,6.35547796803215e-53,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_TRIGLYCERIDE_CATABOLISM,2.65667369884701e-38,2.92785163742493e-36,5.15613612835489e-26,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_TRIGLYCERIDE_METABOLISM,1.19441384535048e-43,9.25287460153427e-45,2.66900507097841e-33,Both significant,True
cd4_0h_vs_24h,CD4 activation positive-control-like benchmark,REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM,0.000433380384227113,0.0021860417311304,1.0,Both significant,False
