comparison,group_a,group_b,pathway,detection_state,n_paired_genes,gene,gene_index,vanilla_raw_p_full,vanilla_raw_p_masked,vanilla_score_full,vanilla_score_masked,vanilla_delta_score,genept_raw_p_full,genept_raw_p_masked,genept_score_full,genept_score_masked,genept_delta_score,vanilla_adjusted_p_full,vanilla_adjusted_p_masked,genept_adjusted_p_full,genept_adjusted_p_masked,vanilla_qval_full,vanilla_qval_masked,genept_qval_full,genept_qval_masked,vanilla_significant_full,vanilla_significant_masked,genept_significant_full,genept_significant_masked,vanilla_detection_flip,genept_detection_flip,mean_expression_group_A,mean_expression_group_B,expression_difference,detection_fraction_group_A,detection_fraction_group_B,embedding_norm,embedding_to_pathway_mean_cosine,vanilla_supporting_rank,vanilla_absolute_rank,vanilla_absolute_percentile,genept_supporting_rank,genept_absolute_rank,genept_absolute_percentile,absolute_percentile_difference_genept_minus_vanilla
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_NITROGEN_METABOLISM,GenePT-only significant,17,CTH,11,0.00059618767048381,0.000313688994347936,3.22461700967912,3.503500718082,-0.278883708402879,3.81265104892234e-05,8.03548663493119e-06,4.41877294150378,5.09498781691362,-0.676214875409841,0.0733310834695086,0.0385837463047961,0.00468956079017448,0.000988364856096536,1.06522856619588,1.18894726823464,1.52606285259303,1.73351743731473,False,True,True,True,True,False,0.00817100417643842,0.00525710706160803,-0.00291389711483039,0.008,0.006,0.999999987611045,0.871939832317373,15.0,10.0,0.4375,16.5,7.5,0.59375,0.15625
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_NITROGEN_METABOLISM,GenePT-only significant,17,GLS,12,0.00059618767048381,0.998724216773701,3.22461700967912,0.000554419349986695,3.22406259032914,3.81265104892234e-05,0.993445062647761,4.41877294150378,0.00285614430516226,4.41591679719862,0.0733310834695086,1.0,0.00468956079017448,1.0,1.06522856619588,0.0,1.52606285259303,0.0,False,False,True,False,False,True,0.377536223248138,0.777648814569486,0.400112591321348,0.326,0.608,1.000000003265,0.946319711856654,1.0,1.0,1.0,1.0,1.0,1.0,0.0
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_NITROGEN_METABOLISM,GenePT-only significant,17,GLS2,13,0.00059618767048381,0.0034223189265975,3.22461700967912,2.46567952091782,0.758937488761304,3.81265104892234e-05,0.000313688994347936,4.41877294150378,3.503500718082,0.915272223421779,0.0733310834695086,0.420945227971492,0.00468956079017448,0.0385837463047961,1.06522856619588,0.613004412282997,1.52606285259303,1.18894726823464,False,False,True,True,False,False,0.0132425846591464,0.00742792255328606,-0.00581466210586033,0.012,0.01,1.000000003265,0.946319711856654,4.0,4.0,0.8125,6.0,6.0,0.6875,-0.125
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_NITROGEN_METABOLISM,GenePT-only significant,17,GLUD1,14,0.00059618767048381,0.00059618767048381,3.22461700967912,3.22461700967912,0.0,3.81265104892234e-05,0.0034223189265975,4.41877294150378,2.46567952091782,1.95309342058596,0.0733310834695086,0.0733310834695086,0.00468956079017448,0.420945227971492,1.06522856619588,1.06522856619588,1.52606285259303,0.613004412282997,False,False,True,False,False,True,0.169156240754136,0.180766832989273,0.0116105922351367,0.156,0.198,1.00000002100198,0.940822447080167,11.5,15.5,0.09375,4.0,4.0,0.8125,0.71875
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_NITROGEN_METABOLISM,GenePT-only significant,17,GLUD2,15,0.00059618767048381,0.0010996776918826,3.22461700967912,2.95873458497628,0.26588242470284,3.81265104892234e-05,7.93371655046569e-05,4.41877294150378,4.1005233197136,0.318249621790182,0.0733310834695086,0.13526035610156,0.00468956079017448,0.0097584713570728,1.06522856619588,0.932110226066041,1.52606285259303,1.417962696362,False,False,True,True,False,False,0.00249911590337078,0.0,-0.00249911590337078,0.002,0.0,0.999999999162696,0.937952618537859,8.5,12.5,0.28125,9.0,11.0,0.375,0.09375
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_NITROGEN_METABOLISM,GenePT-only significant,17,GLUL,16,0.00059618767048381,0.000160158462101912,3.22461700967912,3.79545011009365,-0.570833100414529,3.81265104892234e-05,7.93371655046569e-05,4.41877294150378,4.1005233197136,0.318249621790182,0.0733310834695086,0.0196994908385352,0.00468956079017448,0.0097584713570728,1.06522856619588,1.30596515981639,1.52606285259303,1.417962696362,False,True,True,True,True,False,0.087595947223681,0.095879755761838,0.00828380853815698,0.08,0.108,1.00000000623237,0.938735017207209,17.0,5.0,0.75,9.0,11.0,0.375,-0.375
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_NITROGEN_METABOLISM,GenePT-only significant,17,HAL,17,0.00059618767048381,0.00196887460329715,3.22461700967912,2.70578194299357,0.518835066685553,3.81265104892234e-05,7.93371655046569e-05,4.41877294150378,4.1005233197136,0.318249621790182,0.0733310834695086,0.242171576205549,0.00468956079017448,0.0097584713570728,1.06522856619588,0.784778205325666,1.52606285259303,1.417962696362,False,False,True,True,False,False,0.0,0.00129490151931797,0.00129490151931797,0.0,0.002,0.999999911833026,0.919616946747442,6.0,7.0,0.625,9.0,11.0,0.375,-0.25
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,ALDOA,1,8.03548663493119e-06,1.49821174952854e-06,5.09498781691362,5.82442680135432,-0.729438984440692,0.00196887460329715,0.000313688994347936,2.70578194299357,3.503500718082,-0.797718775088431,0.000988364856096536,0.00018428004519201,0.242171576205549,0.0385837463047961,1.73351743731473,1.93249105817205,0.784778205325666,1.18894726823464,True,True,False,True,False,True,0.0635134947525951,0.0620711350030903,-0.00144235974950482,0.056,0.082,0.999999969248757,0.937780927965854,14.0,11.0,0.5238095238095238,14.0,10.0,0.5714285714285714,0.04761904761904756
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,ALDOC,2,8.03548663493119e-06,8.03548663493119e-06,5.09498781691362,5.09498781691362,0.0,0.00196887460329715,0.0034223189265975,2.70578194299357,2.46567952091782,0.240102422075751,0.000988364856096536,0.000988364856096536,0.242171576205549,0.420945227971492,1.73351743731473,1.73351743731473,0.784778205325666,0.613004412282997,True,True,False,False,False,False,0.0251801855187143,0.0145761101353847,-0.0106040753833296,0.024,0.018,1.00000000185776,0.929600661125649,7.0,20.0,0.09523809523809523,3.5,19.5,0.11904761904761904,0.023809523809523808
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,DERA,3,8.03548663493119e-06,6.1774102028672e-07,5.09498781691362,6.20919355894615,-1.11420574203253,0.00196887460329715,0.00577645522630862,2.70578194299357,2.23833858855416,0.467443354439411,0.000988364856096536,7.59821454952666e-05,0.242171576205549,0.71050399283596,1.73351743731473,2.02960302707371,0.784778205325666,0.385270654364906,True,True,False,False,False,False,0.0637770510977556,0.059041145222923,-0.00473590587483257,0.06,0.064,1.00000004332163,0.917911181513742,18.0,7.0,0.7142857142857143,2.0,13.0,0.42857142857142855,-0.28571428571428575
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,FBP1,4,8.03548663493119e-06,8.03548663493119e-06,5.09498781691362,5.09498781691362,0.0,0.00196887460329715,0.000160158462101912,2.70578194299357,3.79545011009365,-1.08966816710008,0.000988364856096536,0.000988364856096536,0.242171576205549,0.0196994908385352,1.73351743731473,1.73351743731473,0.784778205325666,1.30596515981639,True,True,False,True,False,True,0.045877732535897,0.0109785033496869,-0.0348992291862101,0.042,0.008,1.0000000315912,0.930421148321639,7.0,20.0,0.09523809523809523,16.5,6.5,0.7380952380952381,0.6428571428571429
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,G6PD,5,8.03548663493119e-06,1.49821174952854e-06,5.09498781691362,5.82442680135432,-0.729438984440692,0.00196887460329715,0.0010996776918826,2.70578194299357,2.95873458497628,-0.252952641982712,0.000988364856096536,0.00018428004519201,0.242171576205549,0.13526035610156,1.73351743731473,1.93249105817205,0.784778205325666,0.932110226066041,True,True,False,False,False,False,0.0566620103700341,0.122986507902184,0.06632449753215,0.05,0.142,1.00000006262707,0.883658002748738,14.0,11.0,0.5238095238095238,9.0,16.0,0.2857142857142857,-0.23809523809523814
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,GPI,6,8.03548663493119e-06,1.77726970010602e-05,5.09498781691362,4.75024666314563,0.344741153767997,0.00196887460329715,0.0010996776918826,2.70578194299357,2.95873458497628,-0.252952641982712,0.000988364856096536,0.0021860417311304,0.242171576205549,0.13526035610156,1.73351743731473,1.63105534906276,0.784778205325666,0.932110226066041,True,True,False,False,False,False,0.122080989098548,0.27919055383332,0.157109564734772,0.114,0.308,1.00000009716845,0.900566283615928,3.5,16.5,0.2619047619047619,9.0,16.0,0.2857142857142857,0.02380952380952378
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,H6PD,7,8.03548663493119e-06,9.5725425402497e-08,5.09498781691362,7.01897269497718,-1.92398487806355,0.00196887460329715,0.0010996776918826,2.70578194299357,2.95873458497628,-0.252952641982712,0.000988364856096536,1.17742273245071e-05,0.242171576205549,0.13526035610156,1.73351743731473,2.2201503515613,0.784778205325666,0.932110226066041,True,True,False,False,False,False,0.0592515604191166,0.030925617331854,-0.0283259430872625,0.054,0.032,1.0000000039733,0.926219022718464,20.0,3.0,0.9047619047619048,9.0,16.0,0.2857142857142857,-0.6190476190476191
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,PFKL,8,8.03548663493119e-06,1.31042954439412e-08,5.09498781691362,7.8825863240523,-2.78759850713867,0.00196887460329715,0.00059618767048381,2.70578194299357,3.22461700967912,-0.518835066685553,0.000988364856096536,1.61182833960477e-06,0.242171576205549,0.0733310834695086,1.73351743731473,2.40679895558663,0.784778205325666,1.06522856619588,True,True,False,False,False,False,0.129330691961757,0.0890233407308026,-0.0403073512309542,0.114,0.086,1.000000031527,0.945686447393756,22.0,1.0,1.0,12.0,12.0,0.47619047619047616,-0.5238095238095238
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,PFKM,9,8.03548663493119e-06,1.49821174952854e-06,5.09498781691362,5.82442680135432,-0.729438984440692,0.00196887460329715,0.0150822934297104,2.70578194299357,1.82153261416016,0.884249328833414,0.000988364856096536,0.00018428004519201,0.242171576205549,1.0,1.73351743731473,1.93249105817205,0.784778205325666,0.0,True,True,False,False,False,False,0.0238773870856866,0.023415220620321,-0.000462166465365572,0.022,0.034,1.00000004361417,0.932845327593876,14.0,11.0,0.5238095238095238,1.0,8.0,0.6666666666666666,0.1428571428571428
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,PFKP,10,8.03548663493119e-06,0.000313688994347936,5.09498781691362,3.503500718082,1.59148709883162,0.00196887460329715,0.0034223189265975,2.70578194299357,2.46567952091782,0.240102422075751,0.000988364856096536,0.0385837463047961,0.242171576205549,0.420945227971492,1.73351743731473,1.18894726823464,0.784778205325666,0.613004412282997,True,True,False,False,False,False,0.0537417391246852,0.23470527754959,0.180963538424905,0.05,0.26,0.999999915735281,0.944968465889649,1.5,4.5,0.8333333333333334,3.5,19.5,0.11904761904761904,-0.7142857142857143
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,PGD,11,8.03548663493119e-06,1.49821174952854e-06,5.09498781691362,5.82442680135432,-0.729438984440692,0.00196887460329715,0.000313688994347936,2.70578194299357,3.503500718082,-0.797718775088431,0.000988364856096536,0.00018428004519201,0.242171576205549,0.0385837463047961,1.73351743731473,1.93249105817205,0.784778205325666,1.18894726823464,True,True,False,True,False,True,0.0733531938623531,0.100396727363626,0.0270435335012724,0.068,0.116,1.00000001500595,0.927621227272944,14.0,11.0,0.5238095238095238,14.0,10.0,0.5714285714285714,0.04761904761904756
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,PGLS,12,8.03548663493119e-06,3.59717677613814e-08,5.09498781691362,7.44403821911369,-2.34905040220007,0.00196887460329715,8.03548663493119e-06,2.70578194299357,5.09498781691362,-2.38920587392005,0.000988364856096536,4.42452743464991e-06,0.242171576205549,0.000988364856096536,1.73351743731473,2.31389997788891,0.784778205325666,1.73351743731473,True,True,False,True,False,True,0.324664328449989,0.432794963870612,0.108130635420623,0.288,0.41,0.999999984015409,0.927122121180796,21.0,2.0,0.9523809523809523,21.5,1.5,0.9761904761904762,0.023809523809523836
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,PGM1,13,8.03548663493119e-06,6.1774102028672e-07,5.09498781691362,6.20919355894615,-1.11420574203253,0.00196887460329715,7.93371655046569e-05,2.70578194299357,4.1005233197136,-1.39474137672003,0.000988364856096536,7.59821454952666e-05,0.242171576205549,0.0097584713570728,1.73351743731473,2.02960302707371,0.784778205325666,1.417962696362,True,True,False,True,False,True,0.0512034077009257,0.050505359814805,-0.000698047886120733,0.046,0.058,0.999999992415571,0.941816668412212,18.0,7.0,0.7142857142857143,18.5,4.5,0.8333333333333334,0.11904761904761907
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,PGM2,14,8.03548663493119e-06,3.52341775794401e-06,5.09498781691362,5.45303586115776,-0.358048044244133,0.00196887460329715,0.00196887460329715,2.70578194299357,2.70578194299357,0.0,0.000988364856096536,0.000433380384227113,0.242171576205549,0.242171576205549,1.73351743731473,1.83388406114409,0.784778205325666,0.784778205325666,True,True,False,False,False,False,0.04374062966681,0.145274922772105,0.101534293105295,0.04,0.174,1.00000001804517,0.935666068202777,10.5,14.5,0.35714285714285715,5.5,21.5,0.023809523809523808,-0.33333333333333337
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,PRPS1,15,8.03548663493119e-06,8.03548663493119e-06,5.09498781691362,5.09498781691362,0.0,0.00196887460329715,8.03548663493119e-06,2.70578194299357,5.09498781691362,-2.38920587392005,0.000988364856096536,0.000988364856096536,0.242171576205549,0.000988364856096536,1.73351743731473,1.73351743731473,0.784778205325666,1.73351743731473,True,True,False,True,False,True,0.127185692888318,0.230180392122993,0.102994699234675,0.118,0.268,0.999999949960419,0.924320919015855,7.0,20.0,0.09523809523809523,21.5,1.5,0.9761904761904762,0.8809523809523809
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,PRPS2,16,8.03548663493119e-06,6.1774102028672e-07,5.09498781691362,6.20919355894615,-1.11420574203253,0.00196887460329715,3.81265104892234e-05,2.70578194299357,4.41877294150378,-1.71299099851021,0.000988364856096536,7.59821454952666e-05,0.242171576205549,0.00468956079017448,1.73351743731473,2.02960302707371,0.784778205325666,1.52606285259303,True,True,False,True,False,True,0.115552664316856,0.1777870445042,0.0622343801873442,0.11,0.18,0.99999999431813,0.934076581732085,18.0,7.0,0.7142857142857143,20.0,3.0,0.9047619047619048,0.19047619047619047
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,RBKS,17,8.03548663493119e-06,3.52341775794401e-06,5.09498781691362,5.45303586115776,-0.358048044244133,0.00196887460329715,0.0010996776918826,2.70578194299357,2.95873458497628,-0.252952641982712,0.000988364856096536,0.000433380384227113,0.242171576205549,0.13526035610156,1.73351743731473,1.83388406114409,0.784778205325666,0.932110226066041,True,True,False,False,False,False,0.0165070357725171,0.00728066177396428,-0.00922637399855282,0.016,0.008,1.00000005228884,0.928497649718633,10.5,14.5,0.35714285714285715,9.0,16.0,0.2857142857142857,-0.07142857142857145
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,RPE,18,8.03548663493119e-06,8.03548663493119e-06,5.09498781691362,5.09498781691362,0.0,0.00196887460329715,0.00196887460329715,2.70578194299357,2.70578194299357,0.0,0.000988364856096536,0.000988364856096536,0.242171576205549,0.242171576205549,1.73351743731473,1.73351743731473,0.784778205325666,0.784778205325666,True,True,False,False,False,False,0.0750292675377139,0.0914362727074658,0.0164070051697519,0.07,0.106,1.00000004245373,0.916675888727558,7.0,20.0,0.09523809523809523,5.5,21.5,0.023809523809523808,-0.07142857142857142
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,RPIA,19,8.03548663493119e-06,8.03548663493119e-06,5.09498781691362,5.09498781691362,0.0,0.00196887460329715,0.000160158462101912,2.70578194299357,3.79545011009365,-1.08966816710008,0.000988364856096536,0.000988364856096536,0.242171576205549,0.0196994908385352,1.73351743731473,1.73351743731473,0.784778205325666,1.30596515981639,True,True,False,True,False,True,0.182584261530253,0.437072604485185,0.254488342954932,0.17,0.426,1.00000005017835,0.936438076512341,7.0,20.0,0.09523809523809523,16.5,6.5,0.7380952380952381,0.6428571428571429
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,TALDO1,20,8.03548663493119e-06,1.77726970010602e-05,5.09498781691362,4.75024666314563,0.344741153767997,0.00196887460329715,0.0010996776918826,2.70578194299357,2.95873458497628,-0.252952641982712,0.000988364856096536,0.0021860417311304,0.242171576205549,0.13526035610156,1.73351743731473,1.63105534906276,0.784778205325666,0.932110226066041,True,True,False,False,False,False,0.359551544913751,0.641279719682458,0.281728174768707,0.31,0.564,0.99999990495831,0.930148757312939,3.5,16.5,0.2619047619047619,9.0,16.0,0.2857142857142857,0.02380952380952378
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,TKT,21,8.03548663493119e-06,0.000313688994347936,5.09498781691362,3.503500718082,1.59148709883162,0.00196887460329715,7.93371655046569e-05,2.70578194299357,4.1005233197136,-1.39474137672003,0.000988364856096536,0.0385837463047961,0.242171576205549,0.0097584713570728,1.73351743731473,1.18894726823464,0.784778205325666,1.417962696362,True,True,False,True,False,True,0.427444980644107,0.631250336313401,0.203805355669294,0.362,0.554,0.999999940438374,0.897581582860731,1.5,4.5,0.8333333333333334,18.5,4.5,0.8333333333333334,0.0
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PENTOSE_PHOSPHATE_PATHWAY,Vanilla-only significant,22,TKTL1,22,8.03548663493119e-06,1.49821174952854e-06,5.09498781691362,5.82442680135432,-0.729438984440692,0.00196887460329715,0.000313688994347936,2.70578194299357,3.503500718082,-0.797718775088431,0.000988364856096536,0.00018428004519201,0.242171576205549,0.0385837463047961,1.73351743731473,1.93249105817205,0.784778205325666,1.18894726823464,True,True,False,True,False,True,0.0130207040846648,0.00311254461788629,-0.00990815946677853,0.012,0.002,1.00000000570257,0.9392732421606,14.0,11.0,0.5238095238095238,14.0,10.0,0.5714285714285714,0.04761904761904756
cd4_0h_vs_12h,cd4_0h,cd4_12h,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,Vanilla-only significant,20,ALAD,1,0.000160158462101912,0.0034223189265975,3.79545011009365,2.46567952091782,1.32977058917583,0.00059618767048381,0.00059618767048381,3.22461700967912,3.22461700967912,0.0,0.0196994908385352,0.420945227971492,0.0733310834695086,0.0733310834695086,1.30596515981639,0.613004412282997,1.06522856619588,1.06522856619588,True,False,False,False,True,False,0.0450065713803606,0.0403897270602908,-0.00461684432006978,0.04,0.046,1.00000001863094,0.922558158276731,4.5,5.5,0.7631578947368421,13.5,16.5,0.18421052631578946,-0.5789473684210527
