comparison,pathway,detection_state,gene,vanilla_delta_score,genept_delta_score,vanilla_supporting_rank,genept_supporting_rank,vanilla_absolute_rank,genept_absolute_rank,vanilla_absolute_percentile,genept_absolute_percentile,absolute_percentile_difference_genept_minus_vanilla
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,FIG4,-0.890600439272627,0.153335069543525,99.5,29.5,73.5,134.5,0.5710059171597633,0.21005917159763313,-0.36094674556213024
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GDE1,-0.438548104938605,0.0,75.0,52.5,102.0,157.5,0.40236686390532544,0.07396449704142012,-0.32840236686390534
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GDPD1,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GDPD3,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GDPD5,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GNPAT,-0.890600439272627,-0.949206733236626,99.5,133.5,73.5,37.5,0.5710059171597633,0.7840236686390533,0.21301775147928992
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GPAM,0.0,-0.165285688811893,39.0,77.5,146.0,112.5,0.14201183431952663,0.34023668639053256,0.19822485207100593
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GPAT2,-1.35617701700613,-1.17654766560029,125.0,145.0,46.0,26.0,0.7337278106508875,0.8520710059171598,0.11834319526627224
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GPAT3,-0.438548104938605,0.153335069543525,75.0,29.5,102.0,134.5,0.40236686390532544,0.21005917159763313,-0.19230769230769232
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GPAT4,-0.438548104938605,-2.81139146439607,75.0,167.5,102.0,3.5,0.40236686390532544,0.985207100591716,0.5828402366863905
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GPCPD1,-0.438548104938605,-1.17654766560029,75.0,145.0,102.0,26.0,0.40236686390532544,0.8520710059171598,0.44970414201183434
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GPD1L,0.0,-0.532400758842622,39.0,104.5,146.0,74.5,0.14201183431952663,0.5650887573964497,0.4230769230769231
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,GPD2,-0.890600439272627,-0.949206733236626,99.5,133.5,73.5,37.5,0.5710059171597633,0.7840236686390533,0.21301775147928992
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,HADHA,-1.35617701700613,-2.21436886276447,125.0,162.5,46.0,8.5,0.7337278106508875,0.9556213017751479,0.22189349112426038
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,HADHB,-1.83529637153435,0.543779834121491,145.5,6.0,25.5,65.0,0.8550295857988166,0.621301775147929,-0.23372781065088766
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,INPP4A,-0.438548104938605,-0.532400758842622,75.0,104.5,102.0,74.5,0.40236686390532544,0.5650887573964497,0.16272189349112426
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,INPP4B,-3.88752767265326,-0.949206733236626,168.5,133.5,2.5,37.5,0.9911242603550295,0.7840236686390533,-0.20710059171597628
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,INPP5D,-0.890600439272627,-1.41665008767604,99.5,151.5,73.5,19.5,0.5710059171597633,0.8905325443786982,0.3195266272189349
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,INPP5E,-0.890600439272627,-0.734528121160595,99.5,119.0,73.5,54.0,0.5710059171597633,0.6863905325443787,0.11538461538461531
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,INPP5F,0.836671924080072,-1.17654766560029,4.5,145.0,88.5,26.0,0.4822485207100592,0.8520710059171598,0.3698224852071006
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,INPP5K,0.836671924080072,-0.734528121160595,4.5,119.0,88.5,54.0,0.4822485207100592,0.6863905325443787,0.20414201183431946
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,INPPL1,-1.83529637153435,0.153335069543525,145.5,29.5,25.5,134.5,0.8550295857988166,0.21005917159763313,-0.6449704142011835
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,LCLAT1,-0.890600439272627,-0.949206733236626,99.5,133.5,73.5,37.5,0.5710059171597633,0.7840236686390533,0.21301775147928992
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,LIPH,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,LPCAT1,-0.890600439272627,-0.949206733236626,99.5,133.5,73.5,37.5,0.5710059171597633,0.7840236686390533,0.21301775147928992
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,LPCAT2,0.0,0.153335069543525,39.0,29.5,146.0,134.5,0.14201183431952663,0.21005917159763313,0.0680473372781065
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,LPCAT3,-0.890600439272627,0.294920476120692,99.5,17.0,73.5,98.0,0.5710059171597633,0.4260355029585799,-0.14497041420118345
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,LPCAT4,0.425065524136514,-0.734528121160595,10.5,119.0,117.5,54.0,0.3106508875739645,0.6863905325443787,0.3757396449704142
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,LPGAT1,-0.438548104938605,0.294920476120692,75.0,17.0,102.0,98.0,0.40236686390532544,0.4260355029585799,0.023668639053254448
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,LPIN1,-1.35617701700613,-0.342699997178508,125.0,93.5,46.0,91.5,0.7337278106508875,0.46449704142011833,-0.2692307692307692
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,LPIN2,-1.83529637153435,-0.949206733236626,145.5,133.5,25.5,37.5,0.8550295857988166,0.7840236686390533,-0.07100591715976334
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,LPIN3,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MBOAT1,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MBOAT2,0.0,-0.949206733236626,39.0,133.5,146.0,37.5,0.14201183431952663,0.7840236686390533,0.6420118343195267
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MFSD2A,-1.35617701700613,0.153335069543525,125.0,29.5,46.0,134.5,0.7337278106508875,0.21005917159763313,-0.5236686390532544
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MGLL,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MIGA1,-1.35617701700613,-1.41665008767604,125.0,151.5,46.0,19.5,0.7337278106508875,0.8905325443786982,0.15680473372781067
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MIGA2,-0.438548104938605,0.543779834121491,75.0,6.0,102.0,65.0,0.40236686390532544,0.621301775147929,0.2189349112426035
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTM1,-0.438548104938605,-0.342699997178508,75.0,93.5,102.0,91.5,0.40236686390532544,0.46449704142011833,0.062130177514792884
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR1,-1.83529637153435,-0.949206733236626,145.5,133.5,25.5,37.5,0.8550295857988166,0.7840236686390533,-0.07100591715976334
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR10,0.0,-0.165285688811893,39.0,77.5,146.0,112.5,0.14201183431952663,0.34023668639053256,0.19822485207100593
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR12,0.0,-0.165285688811893,39.0,77.5,146.0,112.5,0.14201183431952663,0.34023668639053256,0.19822485207100593
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR14,0.836671924080072,0.543779834121491,4.5,6.0,88.5,65.0,0.4822485207100592,0.621301775147929,0.13905325443786976
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR2,-2.32797569262493,-0.165285688811893,156.5,77.5,14.5,112.5,0.9201183431952663,0.34023668639053256,-0.5798816568047338
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR3,-0.890600439272627,-0.165285688811893,99.5,77.5,73.5,112.5,0.5710059171597633,0.34023668639053256,-0.23076923076923078
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR4,-1.35617701700613,-0.532400758842622,125.0,104.5,46.0,74.5,0.7337278106508875,0.5650887573964497,-0.16863905325443784
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR6,-0.890600439272627,0.153335069543525,99.5,29.5,73.5,134.5,0.5710059171597633,0.21005917159763313,-0.36094674556213024
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR7,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR8,0.0,0.153335069543525,39.0,29.5,146.0,134.5,0.14201183431952663,0.21005917159763313,0.0680473372781065
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,MTMR9,-1.83529637153435,-0.165285688811893,145.5,77.5,25.5,112.5,0.8550295857988166,0.34023668639053256,-0.514792899408284
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,OCRL,0.0,-0.165285688811893,39.0,77.5,146.0,112.5,0.14201183431952663,0.34023668639053256,0.19822485207100593
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,OSBPL10,0.0,0.83565750296457,39.0,1.0,146.0,45.0,0.14201183431952663,0.7396449704142012,0.5976331360946745
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,OSBPL5,0.0,0.153335069543525,39.0,29.5,146.0,134.5,0.14201183431952663,0.21005917159763313,0.0680473372781065
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,OSBPL8,-1.35617701700613,-1.93548515436159,125.0,157.5,46.0,13.5,0.7337278106508875,0.9260355029585798,0.1923076923076923
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PCTP,-0.438548104938605,-0.165285688811893,75.0,77.5,102.0,112.5,0.40236686390532544,0.34023668639053256,-0.062130177514792884
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PCYT1A,-1.83529637153435,-1.93548515436159,145.5,157.5,25.5,13.5,0.8550295857988166,0.9260355029585798,0.07100591715976323
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PCYT2,0.0,-0.165285688811893,39.0,77.5,146.0,112.5,0.14201183431952663,0.34023668639053256,0.19822485207100593
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PEMT,-1.35617701700613,0.153335069543525,125.0,29.5,46.0,134.5,0.7337278106508875,0.21005917159763313,-0.5236686390532544
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PGS1,-1.35617701700613,0.748769967445272,125.0,2.0,46.0,46.0,0.7337278106508875,0.7337278106508875,0.0
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PHOSPHO1,0.0,0.153335069543525,39.0,29.5,146.0,134.5,0.14201183431952663,0.21005917159763313,0.0680473372781065
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PI4K2A,-2.32797569262493,-0.532400758842622,156.5,104.5,14.5,74.5,0.9201183431952663,0.5650887573964497,-0.3550295857988166
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PI4K2B,-1.35617701700613,0.153335069543525,125.0,29.5,46.0,134.5,0.7337278106508875,0.21005917159763313,-0.5236686390532544
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PI4KA,-0.890600439272627,-0.734528121160595,99.5,119.0,73.5,54.0,0.5710059171597633,0.6863905325443787,0.11538461538461531
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PI4KB,-1.83529637153435,-1.66960272965875,145.5,154.0,25.5,17.0,0.8550295857988166,0.9053254437869822,0.050295857988165604
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3C2A,-0.890600439272627,-0.949206733236626,99.5,133.5,73.5,37.5,0.5710059171597633,0.7840236686390533,0.21301775147928992
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3C2B,0.0,-0.342699997178508,39.0,93.5,146.0,91.5,0.14201183431952663,0.46449704142011833,0.3224852071005917
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3C3,-0.438548104938605,-0.734528121160595,75.0,119.0,102.0,54.0,0.40236686390532544,0.6863905325443787,0.2840236686390532
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3CA,0.0,-2.21436886276447,39.0,162.5,146.0,8.5,0.14201183431952663,0.9556213017751479,0.8136094674556213
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3CB,-3.35407699492767,0.0,165.5,52.5,5.5,157.5,0.9733727810650887,0.07396449704142012,-0.8994082840236686
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3CD,-0.890600439272627,-0.165285688811893,99.5,77.5,73.5,112.5,0.5710059171597633,0.34023668639053256,-0.23076923076923078
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3CG,-2.32797569262493,-0.165285688811893,156.5,77.5,14.5,112.5,0.9201183431952663,0.34023668639053256,-0.5798816568047338
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3R1,-2.32797569262493,0.153335069543525,156.5,29.5,14.5,134.5,0.9201183431952663,0.21005917159763313,-0.7100591715976332
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3R2,-0.438548104938605,0.294920476120692,75.0,17.0,102.0,98.0,0.40236686390532544,0.4260355029585799,0.023668639053254448
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3R3,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3R4,0.0,-1.17654766560029,39.0,145.0,146.0,26.0,0.14201183431952663,0.8520710059171598,0.7100591715976332
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIK3R5,-1.35617701700613,-0.165285688811893,125.0,77.5,46.0,112.5,0.7337278106508875,0.34023668639053256,-0.393491124260355
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIKFYVE,-1.83529637153435,0.294920476120692,145.5,17.0,25.5,98.0,0.8550295857988166,0.4260355029585799,-0.4289940828402367
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIP4K2A,-0.890600439272627,-3.46111480782809,99.5,170.0,73.5,1.0,0.5710059171597633,1.0,0.42899408284023666
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIP4K2B,-0.890600439272627,-0.734528121160595,99.5,119.0,73.5,54.0,0.5710059171597633,0.6863905325443787,0.11538461538461531
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIP4K2C,-0.890600439272627,-0.165285688811893,99.5,77.5,73.5,112.5,0.5710059171597633,0.34023668639053256,-0.23076923076923078
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIP4P1,-3.35407699492767,-0.165285688811893,165.5,77.5,5.5,112.5,0.9733727810650887,0.34023668639053256,-0.6331360946745561
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIP5K1A,-1.83529637153435,-1.93548515436159,145.5,157.5,25.5,13.5,0.8550295857988166,0.9260355029585798,0.07100591715976323
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIP5K1B,-0.438548104938605,-0.532400758842622,75.0,104.5,102.0,74.5,0.40236686390532544,0.5650887573964497,0.16272189349112426
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PIP5K1C,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PISD,0.0,-0.734528121160595,39.0,119.0,146.0,54.0,0.14201183431952663,0.6863905325443787,0.544378698224852
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PITPNB,-0.890600439272627,-0.734528121160595,99.5,119.0,73.5,54.0,0.5710059171597633,0.6863905325443787,0.11538461538461531
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PITPNM1,-2.32797569262493,0.153335069543525,156.5,29.5,14.5,134.5,0.9201183431952663,0.21005917159763313,-0.7100591715976332
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PITPNM2,-0.438548104938605,-0.165285688811893,75.0,77.5,102.0,112.5,0.40236686390532544,0.34023668639053256,-0.062130177514792884
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PITPNM3,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLA2G12A,-1.35617701700613,-0.342699997178508,125.0,93.5,46.0,91.5,0.7337278106508875,0.46449704142011833,-0.2692307692307692
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLA2G15,0.0,-0.342699997178508,39.0,93.5,146.0,91.5,0.14201183431952663,0.46449704142011833,0.3224852071005917
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLA2G1B,0.0,-0.342699997178508,39.0,93.5,146.0,91.5,0.14201183431952663,0.46449704142011833,0.3224852071005917
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLA2G4A,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLA2G4B,0.0,0.153335069543525,39.0,29.5,146.0,134.5,0.14201183431952663,0.21005917159763313,0.0680473372781065
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLA2G4C,-0.438548104938605,0.153335069543525,75.0,29.5,102.0,134.5,0.40236686390532544,0.21005917159763313,-0.19230769230769232
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLA2G6,0.0,0.543779834121491,39.0,6.0,146.0,65.0,0.14201183431952663,0.621301775147929,0.4792899408284023
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLA2R1,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLB1,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLD2,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLD3,-2.32797569262493,0.294920476120692,156.5,17.0,14.5,98.0,0.9201183431952663,0.4260355029585799,-0.4940828402366864
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLD6,-0.890600439272627,0.153335069543525,99.5,29.5,73.5,134.5,0.5710059171597633,0.21005917159763313,-0.36094674556213024
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLEKHA1,0.425065524136514,-0.532400758842622,10.5,104.5,117.5,74.5,0.3106508875739645,0.5650887573964497,0.25443786982248523
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLEKHA2,-1.83529637153435,-0.532400758842622,145.5,104.5,25.5,74.5,0.8550295857988166,0.5650887573964497,-0.2899408284023669
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLEKHA3,0.425065524136514,0.153335069543525,10.5,29.5,117.5,134.5,0.3106508875739645,0.21005917159763313,-0.10059171597633135
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLEKHA4,-0.890600439272627,-0.532400758842622,99.5,104.5,73.5,74.5,0.5710059171597633,0.5650887573964497,-0.00591715976331364
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLEKHA5,-0.438548104938605,0.42498323653411,75.0,11.5,102.0,84.5,0.40236686390532544,0.5059171597633136,0.1035502958579882
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLEKHA6,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PLEKHA8,-0.890600439272627,0.153335069543525,99.5,29.5,73.5,134.5,0.5710059171597633,0.21005917159763313,-0.36094674556213024
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PNPLA2,-0.438548104938605,-0.165285688811893,75.0,77.5,102.0,112.5,0.40236686390532544,0.34023668639053256,-0.062130177514792884
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PNPLA3,-0.438548104938605,0.0,75.0,52.5,102.0,157.5,0.40236686390532544,0.07396449704142012,-0.32840236686390534
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PNPLA6,-1.35617701700613,-0.734528121160595,125.0,119.0,46.0,54.0,0.7337278106508875,0.6863905325443787,-0.047337278106508895
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PNPLA7,-0.438548104938605,0.153335069543525,75.0,29.5,102.0,134.5,0.40236686390532544,0.21005917159763313,-0.19230769230769232
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PNPLA8,-1.35617701700613,-1.17654766560029,125.0,145.0,46.0,26.0,0.7337278106508875,0.8520710059171598,0.11834319526627224
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PTDSS1,-3.35407699492767,0.543779834121491,165.5,6.0,5.5,65.0,0.9733727810650887,0.621301775147929,-0.3520710059171598
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PTDSS2,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PTEN,0.836671924080072,-2.81139146439607,4.5,167.5,88.5,3.5,0.4822485207100592,0.985207100591716,0.5029585798816568
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,PTPMT1,-2.8342309485119,-0.165285688811893,161.5,77.5,9.5,112.5,0.9497041420118343,0.34023668639053256,-0.6094674556213018
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,RAB14,0.425065524136514,-2.81139146439607,10.5,167.5,117.5,3.5,0.3106508875739645,0.985207100591716,0.6745562130177516
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,RAB4A,1.23484466016754,-1.17654766560029,1.5,145.0,59.5,26.0,0.6538461538461539,0.8520710059171598,0.19822485207100593
