comparison,pathway,detection_state,gene,vanilla_delta_score,genept_delta_score,vanilla_supporting_rank,genept_supporting_rank,vanilla_absolute_rank,genept_absolute_rank,vanilla_absolute_percentile,genept_absolute_percentile,absolute_percentile_difference_genept_minus_vanilla
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,GPD1L,0.252952641982712,0.278883708402879,24.5,47.5,52.5,75.5,0.45789473684210524,0.21578947368421053,-0.2421052631578947
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,GPD2,0.252952641982712,0.797718775088431,24.5,29.5,52.5,42.5,0.45789473684210524,0.5631578947368421,0.10526315789473684
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,HADHA,-0.26588242470284,2.04908317395257,72.0,3.0,39.0,3.0,0.6,0.9789473684210527,0.3789473684210527
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,HADHB,-0.836715525117369,1.26516212952784,83.5,17.0,18.5,18.0,0.8157894736842105,0.8210526315789474,0.0052631578947368585
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,LCLAT1,0.0,0.544766133105719,51.5,36.5,79.5,54.5,0.1736842105263158,0.4368421052631579,0.26315789473684215
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,LIPH,0.0,0.0,51.5,62.0,79.5,90.0,0.1736842105263158,0.06315789473684211,-0.1105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,LPCAT1,-1.14178873473732,1.03782119716418,88.5,22.5,8.5,29.5,0.9210526315789473,0.7,-0.2210526315789474
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,LPCAT2,0.0,-0.29194939201165,51.5,73.5,79.5,62.5,0.1736842105263158,0.3526315789473684,0.1789473684210526
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,LPCAT3,-0.544766133105719,-0.597022601631597,78.5,81.0,27.5,49.0,0.7210526315789474,0.49473684210526314,-0.22631578947368425
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,LPCAT4,0.720395996422123,0.278883708402879,7.5,47.5,22.5,75.5,0.7736842105263158,0.21578947368421053,-0.5578947368421052
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,LPGAT1,-0.26588242470284,1.47984074160387,72.0,12.5,39.0,13.5,0.6,0.868421052631579,0.268421052631579
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,LPIN1,-1.4600383565275,1.03782119716418,92.5,22.5,4.5,29.5,0.9631578947368421,0.7,-0.26315789473684215
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,LPIN2,-1.14178873473732,0.797718775088431,88.5,29.5,8.5,42.5,0.9210526315789473,0.5631578947368421,-0.35789473684210527
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,LPIN3,0.0,0.0,51.5,62.0,79.5,90.0,0.1736842105263158,0.06315789473684211,-0.1105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,MBOAT1,0.0,0.0,51.5,62.0,79.5,90.0,0.1736842105263158,0.06315789473684211,-0.1105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,MBOAT2,0.0,0.278883708402879,51.5,47.5,79.5,75.5,0.1736842105263158,0.21578947368421053,0.04210526315789473
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,MFSD2A,0.935074608498154,0.797718775088431,4.0,29.5,15.0,42.5,0.8526315789473684,0.5631578947368421,-0.2894736842105263
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,MGLL,0.0,0.0,51.5,62.0,79.5,90.0,0.1736842105263158,0.06315789473684211,-0.1105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,MIGA1,0.252952641982712,1.03782119716418,24.5,22.5,52.5,29.5,0.45789473684210524,0.7,0.2421052631578947
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,MIGA2,0.935074608498154,1.03782119716418,4.0,22.5,15.0,29.5,0.8526315789473684,0.7,-0.15263157894736845
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,OSBPL10,0.0,-1.24674594506362,51.5,92.5,79.5,23.5,0.1736842105263158,0.7631578947368421,0.5894736842105264
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,OSBPL5,0.0,0.278883708402879,51.5,47.5,79.5,75.5,0.1736842105263158,0.21578947368421053,0.04210526315789473
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,OSBPL8,0.252952641982712,1.68196810392185,24.5,7.5,52.5,8.5,0.45789473684210524,0.9210526315789473,0.4631578947368421
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PCTP,0.493055064058463,-1.24674594506362,12.0,92.5,33.0,23.5,0.6631578947368421,0.7631578947368421,0.10000000000000009
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PCYT1A,0.0,2.04908317395257,51.5,3.0,79.5,3.0,0.1736842105263158,0.9789473684210527,0.8052631578947369
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PCYT2,0.0,0.544766133105719,51.5,36.5,79.5,54.5,0.1736842105263158,0.4368421052631579,0.26315789473684215
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PEMT,0.252952641982712,0.278883708402879,24.5,47.5,52.5,75.5,0.45789473684210524,0.21578947368421053,-0.2421052631578947
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PGS1,0.252952641982712,2.04908317395257,24.5,3.0,52.5,3.0,0.45789473684210524,0.9789473684210527,0.5210526315789474
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PHOSPHO1,0.252952641982712,0.278883708402879,24.5,47.5,52.5,75.5,0.45789473684210524,0.21578947368421053,-0.2421052631578947
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PISD,-0.26588242470284,1.68196810392185,72.0,7.5,39.0,8.5,0.6,0.9210526315789473,0.32105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PITPNB,0.0,0.0,51.5,62.0,79.5,90.0,0.1736842105263158,0.06315789473684211,-0.1105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PITPNM1,-1.14178873473732,-0.29194939201165,88.5,73.5,8.5,62.5,0.9210526315789473,0.3526315789473684,-0.5684210526315789
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PITPNM2,0.0,0.278883708402879,51.5,47.5,79.5,75.5,0.1736842105263158,0.21578947368421053,0.04210526315789473
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PITPNM3,0.0,0.0,51.5,62.0,79.5,90.0,0.1736842105263158,0.06315789473684211,-0.1105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLA2G12A,0.252952641982712,-0.29194939201165,24.5,73.5,52.5,62.5,0.45789473684210524,0.3526315789473684,-0.10526315789473684
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLA2G15,0.0,0.797718775088431,51.5,29.5,79.5,42.5,0.1736842105263158,0.5631578947368421,0.3894736842105263
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLA2G1B,0.0,0.278883708402879,51.5,47.5,79.5,75.5,0.1736842105263158,0.21578947368421053,0.04210526315789473
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLA2G4A,0.0,0.0,51.5,62.0,79.5,90.0,0.1736842105263158,0.06315789473684211,-0.1105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLA2G4B,0.0,0.0,51.5,62.0,79.5,90.0,0.1736842105263158,0.06315789473684211,-0.1105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLA2G4C,0.0,0.278883708402879,51.5,47.5,79.5,75.5,0.1736842105263158,0.21578947368421053,0.04210526315789473
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLA2G6,0.720395996422123,-0.915272223421779,7.5,86.5,22.5,35.5,0.7736842105263158,0.6368421052631579,-0.13684210526315788
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLA2R1,0.0,0.0,51.5,62.0,79.5,90.0,0.1736842105263158,0.06315789473684211,-0.1105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLB1,0.0,0.0,51.5,62.0,79.5,90.0,0.1736842105263158,0.06315789473684211,-0.1105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLD2,0.0,-0.29194939201165,51.5,73.5,79.5,62.5,0.1736842105263158,0.3526315789473684,0.1789473684210526
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLD3,-0.544766133105719,-1.24674594506362,78.5,92.5,27.5,23.5,0.7210526315789474,0.7631578947368421,0.04210526315789476
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PLD6,0.720395996422123,0.0,7.5,62.0,22.5,90.0,0.7736842105263158,0.06315789473684211,-0.7105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PNPLA2,0.252952641982712,0.797718775088431,24.5,29.5,52.5,42.5,0.45789473684210524,0.5631578947368421,0.10526315789473684
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PNPLA3,0.0,0.797718775088431,51.5,29.5,79.5,42.5,0.1736842105263158,0.5631578947368421,0.3894736842105263
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PNPLA8,-1.14178873473732,-1.24674594506362,88.5,92.5,8.5,23.5,0.9210526315789473,0.7631578947368421,-0.1578947368421052
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PTDSS1,-0.544766133105719,0.544766133105719,78.5,36.5,27.5,54.5,0.7210526315789474,0.4368421052631579,-0.28421052631578947
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PTDSS2,0.493055064058463,0.278883708402879,12.0,47.5,33.0,75.5,0.6631578947368421,0.21578947368421053,-0.4473684210526315
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,PTPMT1,0.935074608498154,-0.29194939201165,4.0,73.5,15.0,62.5,0.8526315789473684,0.3526315789473684,-0.5
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,SELENOI,-0.544766133105719,1.68196810392185,78.5,7.5,27.5,8.5,0.7210526315789474,0.9210526315789473,0.19999999999999996
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,SLC44A1,-0.544766133105719,1.68196810392185,78.5,7.5,27.5,8.5,0.7210526315789474,0.9210526315789473,0.19999999999999996
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,SLC44A2,-0.26588242470284,1.03782119716418,72.0,22.5,39.0,29.5,0.6,0.7,0.09999999999999998
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,SLC44A4,0.0,-0.29194939201165,51.5,73.5,79.5,62.5,0.1736842105263158,0.3526315789473684,0.1789473684210526
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,SLC44A5,0.0,0.278883708402879,51.5,47.5,79.5,75.5,0.1736842105263158,0.21578947368421053,0.04210526315789473
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,STARD10,-1.14178873473732,-0.915272223421779,88.5,86.5,8.5,35.5,0.9210526315789473,0.6368421052631579,-0.28421052631578947
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,STARD7,0.252952641982712,0.278883708402879,24.5,47.5,52.5,75.5,0.45789473684210524,0.21578947368421053,-0.2421052631578947
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,TAZ,0.0,-0.597022601631597,51.5,81.0,79.5,49.0,0.1736842105263158,0.49473684210526314,0.32105263157894737
cd4_12h_vs_24h,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,GenePT-only significant,TMEM86B,0.0,-0.29194939201165,51.5,73.5,79.5,62.5,0.1736842105263158,0.3526315789473684,0.1789473684210526
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,ADPRM,1.71299099851021,-1.19415593182466,3.0,23.5,3.0,5.5,0.9230769230769231,0.8269230769230769,-0.09615384615384626
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,DNPH1,1.71299099851021,0.986278421124963,3.0,4.0,3.0,10.0,0.9230769230769231,0.6538461538461539,-0.2692307692307693
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,DPYD,0.915272223421779,-1.5256296534665,12.0,26.0,13.0,2.0,0.5384615384615384,0.9615384615384616,0.42307692307692313
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,ENTPD1,0.318249621790182,-1.19415593182466,16.5,23.5,20.5,5.5,0.25,0.8269230769230769,0.5769230769230769
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,ENTPD3,0.0,0.0,21.0,13.0,25.0,25.0,0.07692307692307693,0.07692307692307693,0.0
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,ENTPD4,1.19415593182466,-0.278883708402879,7.5,17.5,8.5,20.5,0.7115384615384616,0.25,-0.46153846153846156
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,ENTPD5,-0.331473721641845,-1.19415593182466,24.5,23.5,17.5,5.5,0.36538461538461536,0.8269230769230769,0.4615384615384615
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,ENTPD6,-1.40565385985053,0.518835066685553,27.0,9.5,6.0,17.5,0.8076923076923077,0.36538461538461536,-0.44230769230769235
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,ENTPD7,0.0,-0.278883708402879,21.0,17.5,25.0,20.5,0.07692307692307693,0.25,0.17307692307692307
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,ITPA,1.19415593182466,0.986278421124963,7.5,4.0,8.5,10.0,0.7115384615384616,0.6538461538461539,-0.05769230769230771
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NT5C,1.19415593182466,-0.278883708402879,7.5,17.5,8.5,20.5,0.7115384615384616,0.25,-0.46153846153846156
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NT5C1B,0.0,0.0,21.0,13.0,25.0,25.0,0.07692307692307693,0.07692307692307693,0.0
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NT5C2,-0.676214875409841,0.0,26.0,13.0,16.0,25.0,0.4230769230769231,0.07692307692307693,-0.34615384615384615
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NT5C3A,0.915272223421779,-0.570833100414529,12.0,20.5,13.0,15.5,0.5384615384615384,0.4423076923076923,-0.09615384615384615
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NT5E,0.915272223421779,0.518835066685553,12.0,9.5,13.0,17.5,0.5384615384615384,0.36538461538461536,-0.17307692307692307
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NT5M,0.318249621790182,-0.570833100414529,16.5,20.5,20.5,15.5,0.25,0.4423076923076923,0.1923076923076923
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NUDT1,2.78694108900774,-0.278883708402879,1.0,17.5,1.0,20.5,1.0,0.25,-0.75
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NUDT15,1.4600383565275,0.0,5.0,13.0,5.0,25.0,0.8461538461538461,0.07692307692307693,-0.7692307692307692
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NUDT16,0.318249621790182,-1.19415593182466,16.5,23.5,20.5,5.5,0.25,0.8269230769230769,0.5769230769230769
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NUDT18,-0.331473721641845,0.758937488761304,24.5,7.5,17.5,13.5,0.36538461538461536,0.5192307692307693,0.1538461538461539
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NUDT5,0.318249621790182,0.986278421124963,16.5,4.0,20.5,10.0,0.25,0.6538461538461539,0.40384615384615385
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,NUDT9,0.915272223421779,0.986278421124963,12.0,4.0,13.0,10.0,0.5384615384615384,0.6538461538461539,0.11538461538461542
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,PNP,0.915272223421779,0.758937488761304,12.0,7.5,13.0,13.5,0.5384615384615384,0.5192307692307693,-0.019230769230769162
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,SAMHD1,1.71299099851021,0.986278421124963,3.0,4.0,3.0,10.0,0.9230769230769231,0.6538461538461539,-0.2692307692307693
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,TYMP,1.19415593182466,1.20095703320099,7.5,1.0,8.5,3.0,0.7115384615384616,0.9230769230769231,0.21153846153846156
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,UPB1,0.0,0.0,21.0,13.0,25.0,25.0,0.07692307692307693,0.07692307692307693,0.0
cd4_12h_vs_24h,REACTOME_NUCLEOBASE_CATABOLISM,Vanilla-only significant,UPP1,0.0,-1.8703708072345,21.0,27.0,25.0,1.0,0.07692307692307693,1.0,0.9230769230769231
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,ABHD3,-1.35617701700613,-1.17654766560029,125.0,145.0,46.0,26.0,0.7337278106508875,0.8520710059171598,0.11834319526627224
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,ABHD4,0.0,0.0,39.0,52.5,146.0,157.5,0.14201183431952663,0.07396449704142012,-0.06804733727810651
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,ACP6,-0.890600439272627,-0.734528121160595,99.5,119.0,73.5,54.0,0.5710059171597633,0.6863905325443787,0.11538461538461531
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,AGK,-1.83529637153435,-0.949206733236626,145.5,133.5,25.5,37.5,0.8550295857988166,0.7840236686390533,-0.07100591715976334
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,AGPAT1,-1.35617701700613,0.651599883395156,125.0,3.0,46.0,62.0,0.7337278106508875,0.6390532544378699,-0.09467455621301768
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,AGPAT2,-1.83529637153435,0.42498323653411,145.5,11.5,25.5,84.5,0.8550295857988166,0.5059171597633136,-0.34911242603550297
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,AGPAT3,0.0,-0.949206733236626,39.0,133.5,146.0,37.5,0.14201183431952663,0.7840236686390533,0.6420118343195267
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,AGPAT4,0.0,-0.532400758842622,39.0,104.5,146.0,74.5,0.14201183431952663,0.5650887573964497,0.4230769230769231
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,AGPAT5,0.425065524136514,-1.17654766560029,10.5,145.0,117.5,26.0,0.3106508875739645,0.8520710059171598,0.5414201183431953
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,ARF1,-3.35407699492767,-0.165285688811893,165.5,77.5,5.5,112.5,0.9733727810650887,0.34023668639053256,-0.6331360946745561
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,ARF3,0.0,-0.532400758842622,39.0,104.5,146.0,74.5,0.14201183431952663,0.5650887573964497,0.4230769230769231
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CDIPT,0.425065524136514,-0.734528121160595,10.5,119.0,117.5,54.0,0.3106508875739645,0.6863905325443787,0.3757396449704142
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CDS1,-0.438548104938605,-0.165285688811893,75.0,77.5,102.0,112.5,0.40236686390532544,0.34023668639053256,-0.062130177514792884
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CDS2,-1.35617701700613,-0.949206733236626,125.0,133.5,46.0,37.5,0.7337278106508875,0.7840236686390533,0.050295857988165715
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CEPT1,-0.890600439272627,-1.41665008767604,99.5,151.5,73.5,19.5,0.5710059171597633,0.8905325443786982,0.3195266272189349
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CHKA,0.425065524136514,-0.165285688811893,10.5,77.5,117.5,112.5,0.3106508875739645,0.34023668639053256,0.029585798816568087
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CHKB,-1.35617701700613,0.0,125.0,52.5,46.0,157.5,0.7337278106508875,0.07396449704142012,-0.6597633136094674
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CHPT1,-0.890600439272627,0.0,99.5,52.5,73.5,157.5,0.5710059171597633,0.07396449704142012,-0.49704142011834324
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CPNE1,-0.438548104938605,0.42498323653411,75.0,11.5,102.0,84.5,0.40236686390532544,0.5059171597633136,0.1035502958579882
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CPNE3,-1.35617701700613,-2.50631825477612,125.0,165.0,46.0,6.0,0.7337278106508875,0.9704142011834319,0.23668639053254437
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CPNE7,0.0,0.42498323653411,39.0,11.5,146.0,84.5,0.14201183431952663,0.5059171597633136,0.363905325443787
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CRLS1,-2.8342309485119,-2.21436886276447,161.5,162.5,9.5,8.5,0.9497041420118343,0.9556213017751479,0.00591715976331364
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CSNK2A1,0.0,0.153335069543525,39.0,29.5,146.0,134.5,0.14201183431952663,0.21005917159763313,0.0680473372781065
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CSNK2A2,-1.35617701700613,-2.21436886276447,125.0,162.5,46.0,8.5,0.7337278106508875,0.9556213017751479,0.22189349112426038
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,CSNK2B,1.23484466016754,-2.81139146439607,1.5,167.5,59.5,3.5,0.6538461538461539,0.985207100591716,0.33136094674556216
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,DDHD1,0.0,0.42498323653411,39.0,11.5,146.0,84.5,0.14201183431952663,0.5059171597633136,0.363905325443787
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,DDHD2,-0.890600439272627,-0.165285688811893,99.5,77.5,73.5,112.5,0.5710059171597633,0.34023668639053256,-0.23076923076923078
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,DGAT1,-0.890600439272627,-0.532400758842622,99.5,104.5,73.5,74.5,0.5710059171597633,0.5650887573964497,-0.00591715976331364
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,DGAT2,-0.438548104938605,-0.532400758842622,75.0,104.5,102.0,74.5,0.40236686390532544,0.5650887573964497,0.16272189349112426
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,ETNK1,-4.4345958949571,-1.93548515436159,170.0,157.5,1.0,13.5,1.0,0.9260355029585798,-0.07396449704142016
cd4_12h_vs_24h,REACTOME_PHOSPHOLIPID_METABOLISM,Vanilla-only significant,ETNK2,0.0,-1.17654766560029,39.0,145.0,146.0,26.0,0.14201183431952663,0.8520710059171598,0.7100591715976332
