dataset_index,dataset_gene,match_type,embedding_key
14900,F5,exact,F5
14901,MYOCOS,exact,MYOCOS
14902,GAS5-AS1,exact,GAS5-AS1
14903,PAPPA2,exact,PAPPA2
14904,AL449106.1,unmatched,
14905,AXDND1,exact,AXDND1
14906,KIAA1614,exact,KIAA1614
14907,RGS16,exact,RGS16
14908,LINC01686,exact,LINC01686
14909,RGS8,exact,RGS8
14910,NCF2,exact,NCF2
14911,PRG4,exact,PRG4
14912,LINC01031,exact,LINC01031
14913,AL356272.1,unmatched,
14914,C1orf53,exact,C1orf53
14915,ATP6V1G3,exact,ATP6V1G3
14916,KIF14,exact,KIF14
14917,ELF3,exact,ELF3
14918,GPR37L1,exact,GPR37L1
14919,PCAT6,exact,PCAT6
14920,LINC01353,exact,LINC01353
14921,LINC01136,unmatched,
14922,GOLT1A,exact,GOLT1A
14923,PM20D1,exact,PM20D1
14924,DYRK3,exact,DYRK3
14925,LAMB3,exact,LAMB3
14926,G0S2,exact,G0S2
14927,IRF6,exact,IRF6
14928,DTL,exact,DTL
14929,ATF3,exact,ATF3
14930,ESRRG,exact,ESRRG
14931,CAPN8,exact,CAPN8
14932,LEFTY1,exact,LEFTY1
14933,IBA57-DT,exact,IBA57-DT
14934,AL670729.3,unmatched,
14935,MAP3K21,exact,MAP3K21
14936,AL355472.3,unmatched,
14937,AL160408.2,unmatched,
14938,AL391832.2,unmatched,
14939,GNG4,exact,GNG4
14940,MTRNR2L11,exact,MTRNR2L11
14941,AC093426.1,unmatched,
14942,CHRM3,exact,CHRM3
14943,KMO,exact,KMO
14944,EXO1,exact,EXO1
14945,BX323046.1,unmatched,
14946,AL591848.4,unmatched,
14947,OR2L5,exact,OR2L5
14948,AC144450.1,unmatched,
14949,PXDN,exact,PXDN
14950,NRIR,exact,NRIR
14951,AC092580.2,unmatched,
14952,LINC00299,exact,LINC00299
14953,LINC01814,exact,LINC01814
14954,MBOAT2,exact,MBOAT2
14955,CYS1,exact,CYS1
14956,AC092687.3,unmatched,
14957,NT5C1B,exact,NT5C1B
14958,GDF7,exact,GDF7
14959,MFSD2B,exact,MFSD2B
14960,AC009228.1,unmatched,
14961,AGBL5-AS1,exact,AGBL5-AS1
14962,TCF23,exact,TCF23
14963,TRIM54,exact,TRIM54
14964,LINC01460,exact,LINC01460
14965,AC104695.3,unmatched,
14966,AC092164.1,unmatched,
14967,CAPN14,exact,CAPN14
14968,QPCT,exact,QPCT
14969,CYP1B1,exact,CYP1B1
14970,AC019171.1,unmatched,
14971,AC083949.1,unmatched,
14972,KCNG3,exact,KCNG3
14973,EPAS1,exact,EPAS1
14974,AC073283.1,unmatched,
14975,GPR75,exact,GPR75
14976,TMEM17,exact,TMEM17
14977,AC012368.2,unmatched,
14978,AC012368.1,unmatched,
14979,LINC00309,exact,LINC00309
14980,AC008074.1,unmatched,
14981,LGALSL,exact,LGALSL
14982,SPRED2,exact,SPRED2
14983,LINC01829,exact,LINC01829
14984,ANTXR1,exact,ANTXR1
14985,ASPRV1,exact,ASPRV1
14986,ATP6V1B1,exact,ATP6V1B1
14987,AC007040.2,unmatched,
14988,EGR4,exact,EGR4
14989,ACTG2,exact,ACTG2
14990,TLX2,exact,TLX2
14991,LINC01291,exact,LINC01291
14992,AC084149.2,unmatched,
14993,TCF7L1,exact,TCF7L1
14994,AC012511.1,unmatched,
14995,RNF103-CHMP3,exact,RNF103-CHMP3
14996,RGPD1,exact,RGPD1
14997,FER1L5,exact,FER1L5
14998,TBC1D8,exact,TBC1D8
14999,AC012360.2,unmatched,
15000,SULT1C2,exact,SULT1C2
15001,SOWAHC,exact,SOWAHC
15002,AC074387.1,unmatched,
15003,MALL,exact,MALL
15004,ACOXL,exact,ACOXL
15005,AC017002.1,unmatched,
15006,IL1A,exact,IL1A
15007,IL1RN,exact,IL1RN
15008,AC017074.1,unmatched,
15009,AC104653.2,unmatched,
15010,AC012363.1,unmatched,
15011,AC012447.1,unmatched,
15012,AC010976.1,unmatched,
15013,PRSS40A,unmatched,
15014,AC011893.1,unmatched,
15015,AC114763.1,unmatched,
15016,AC092620.3,unmatched,
15017,ZEB2-AS1,exact,ZEB2-AS1
15018,AC074099.1,unmatched,
15019,GALNT5,exact,GALNT5
15020,AC019186.1,unmatched,
15021,AC091488.1,unmatched,
15022,TANC1,exact,TANC1
15023,PLA2R1,exact,PLA2R1
15024,SCN9A,exact,SCN9A
15025,KLHL41,exact,KLHL41
15026,CYBRD1,exact,CYBRD1
15027,AC078883.2,unmatched,
15028,RAPGEF4,exact,RAPGEF4
15029,AC010894.2,unmatched,
15030,CHN1,exact,CHN1
15031,AC019080.4,unmatched,
15032,AC068196.1,unmatched,
15033,CALCRL,exact,CALCRL
15034,COL5A2,exact,COL5A2
15035,OSGEPL1-AS1,exact,OSGEPL1-AS1
15036,AC006460.1,unmatched,
15037,MYO1B,exact,MYO1B
15038,HECW2,exact,HECW2
15039,FZD7,exact,FZD7
15040,NRP2,exact,NRP2
15041,AC009226.1,unmatched,
15042,AC079610.1,unmatched,
15043,VWC2L,exact,VWC2L
15044,AC098820.3,unmatched,
15045,GPBAR1,exact,GPBAR1
15046,PLCD4,exact,PLCD4
15047,WNT10A,exact,WNT10A
15048,NHEJ1,exact,NHEJ1
15049,ABCB6,exact,ABCB6
15050,TMEM198,exact,TMEM198
15051,AC073641.1,unmatched,
15052,AC073052.2,unmatched,
15053,TM4SF20,exact,TM4SF20
15054,CCL20,exact,CCL20
15055,SPATA3-AS1,exact,SPATA3-AS1
15056,CHRNG,exact,CHRNG
15057,AC105760.1,unmatched,
15058,AC112721.1,unmatched,
15059,AC112721.2,unmatched,
15060,RAMP1,exact,RAMP1
15061,AC093802.1,unmatched,
15062,KIF1A,exact,KIF1A
15063,AC005237.1,unmatched,
15064,BOK-AS1,unmatched,
15065,AC026202.2,unmatched,
15066,GRM7,exact,GRM7
15067,LMCD1,exact,LMCD1
15068,OXTR,exact,OXTR
15069,PRRT3-AS1,exact,PRRT3-AS1
15070,AC022001.2,unmatched,
15071,AC034198.2,unmatched,
15072,GRIP2,exact,GRIP2
15073,C3orf20,exact,C3orf20
15074,LINC00691,exact,LINC00691
15075,THRB,exact,THRB
15076,LINC01980,exact,LINC01980
15077,ZCWPW2,exact,ZCWPW2
15078,AC112220.4,unmatched,
15079,AC097359.2,unmatched,
15080,AC092053.3,unmatched,
15081,AC092053.2,unmatched,
15082,XIRP1,exact,XIRP1
15083,MYRIP,exact,MYRIP
15084,ENTPD3,exact,ENTPD3
15085,ZBTB47,exact,ZBTB47
15086,CCDC13,exact,CCDC13
15087,AC099669.1,unmatched,
15088,AC124045.1,unmatched,
15089,KIF15,exact,KIF15
15090,SLC6A20,exact,SLC6A20
15091,CSPG5,exact,CSPG5
15092,PLXNB1,exact,PLXNB1
15093,CCDC36,official_alias,CCDC36
15094,AC104452.1,unmatched,
15095,MST1R,exact,MST1R
15096,AC105935.1,unmatched,
15097,LSMEM2,exact,LSMEM2
15098,TMEM110-MUSTN1,official_alias,TMEM110-MUSTN1
15099,IL17RD,exact,IL17RD
15100,DENND6A-DT,exact,DENND6A-DT
15101,HTD2,exact,HTD2
15102,C3orf67,official_alias,C3orf67
15103,FAM19A1,official_alias,FAM19A1
15104,SAMMSON,exact,SAMMSON
15105,LINC00971,exact,LINC00971
15106,OR5H14,exact,OR5H14
15107,AC021660.2,unmatched,
15108,AC020651.1,unmatched,
15109,ALCAM,exact,ALCAM
15110,LINC01990,exact,LINC01990
15111,HHLA2,exact,HHLA2
15112,NECTIN3-AS1,unmatched,
15113,TAGLN3,exact,TAGLN3
15114,AC078785.1,unmatched,
15115,AC078785.2,unmatched,
15116,MAATS1,official_alias,MAATS1
15117,FBXO40,exact,FBXO40
15118,CD86,exact,CD86
15119,SLC12A8,exact,SLC12A8
15120,AC084035.1,unmatched,
15121,MGLL,exact,MGLL
15122,KBTBD12,exact,KBTBD12
15123,AC107027.1,unmatched,
15124,NPHP3-AS1,exact,NPHP3-AS1
15125,AC022296.3,unmatched,
15126,AC117382.2,unmatched,
15127,ESYT3,exact,ESYT3
15128,AC024933.1,unmatched,
15129,SIAH2-AS1,unmatched,
15130,MED12L,exact,MED12L
15131,P2RY14,exact,P2RY14
15132,IGSF10,exact,IGSF10
15133,LINC00881,unmatched,
15134,AC080013.5,unmatched,
15135,IL12A,exact,IL12A
15136,TERC,unmatched,
15137,ACTRT3,exact,ACTRT3
15138,AC078802.1,unmatched,
15139,AC008040.1,unmatched,
15140,CLDN11,exact,CLDN11
15141,NAALADL2,exact,NAALADL2
15142,AC007823.1,unmatched,
15143,AC007620.3,unmatched,
15144,CCDC39,unmatched,
15145,B3GNT5,exact,B3GNT5
15146,KLHL6-AS1,exact,KLHL6-AS1
15147,ETV5,exact,ETV5
15148,AC046143.2,unmatched,
15149,XXYLT1-AS2,unmatched,
15150,AC069213.1,unmatched,
15151,TM4SF19,exact,TM4SF19
15152,MELTF,exact,MELTF
15153,LINC02012,unmatched,
15154,AC055764.2,unmatched,
15155,LMLN-AS1,exact,LMLN-AS1
15156,AC092574.1,unmatched,
15157,SLC49A3,exact,SLC49A3
15158,AC139887.1,unmatched,
15159,CPLX1,exact,CPLX1
15160,NAT8L,exact,NAT8L
15161,MSANTD1,exact,MSANTD1
15162,EVC,exact,EVC
15163,C4orf50,exact,C4orf50
15164,AC113615.1,unmatched,
15165,AFAP1-AS1,exact,AFAP1-AS1
15166,AC099550.1,unmatched,
15167,NCAPG,exact,NCAPG
15168,KCNIP4,exact,KCNIP4
15169,AC104078.1,unmatched,
15170,AC021860.1,unmatched,
15171,AC079921.2,unmatched,
15172,RBM47,exact,RBM47
15173,APBB2,exact,APBB2
15174,AC106052.1,unmatched,
15175,AC096734.1,unmatched,
15176,CORIN,exact,CORIN
15177,CNGA1,exact,CNGA1
15178,LRRC66,exact,LRRC66
15179,AC110792.2,unmatched,
15180,KIT,exact,KIT
15181,AC024243.1,unmatched,
15182,STAP1,exact,STAP1
15183,AC053527.1,unmatched,
15184,AREG,exact,AREG
15185,CXCL9,exact,CXCL9
15186,ART3,exact,ART3
15187,CXCL10,exact,CXCL10
15188,CXCL11,exact,CXCL11
15189,CXCL13,exact,CXCL13
15190,ANXA3,exact,ANXA3
15191,AC114781.2,unmatched,
15192,HSD17B13,exact,HSD17B13
15193,AC112250.2,unmatched,
15194,AC083829.2,unmatched,
15195,LINC02267,unmatched,
15196,AC019077.1,unmatched,
15197,AC097460.1,unmatched,
15198,AC109361.1,unmatched,
15199,DKK2,exact,DKK2
15200,LRIT3,exact,LRIT3
15201,IL2,exact,IL2
15202,FGF2,exact,FGF2
15203,AC096711.3,unmatched,
15204,PCDH18,exact,PCDH18
15205,SLC7A11,exact,SLC7A11
15206,AC139720.1,unmatched,
15207,SMAD1,exact,SMAD1
15208,TIGD4,exact,TIGD4
15209,MND1,exact,MND1
15210,LRAT,exact,LRAT
15211,AC097467.3,unmatched,
15212,MARCH1,official_alias,MARCH1
15213,TRIM60,exact,TRIM60
15214,MFAP3L,exact,MFAP3L
15215,NEIL3,exact,NEIL3
15216,LINC02362,unmatched,
15217,PDLIM3,exact,PDLIM3
15218,KLKB1,exact,KLKB1
15219,AC021087.1,unmatched,
15220,TERT,exact,TERT
15221,AC026412.3,unmatched,
15222,AC091965.4,unmatched,
15223,AC012640.1,unmatched,
15224,ANKRD33B,exact,ANKRD33B
15225,LINC02100,exact,LINC02100
15226,LINC02211,unmatched,
15227,AC025178.1,unmatched,
15228,AC137810.1,unmatched,
15229,CAPSL,exact,CAPSL
15230,OSMR,exact,OSMR
15231,NIM1K,exact,NIM1K
15232,AC114956.1,unmatched,
15233,MRPS30-DT,unmatched,
15234,FST,exact,FST
15235,AC025175.1,unmatched,
15236,AC026704.1,unmatched,
15237,ANKRD55,exact,ANKRD55
15238,AC008937.3,unmatched,
15239,MAST4-AS1,unmatched,
15240,AC010273.1,unmatched,
15241,SERF1B,exact,SERF1B
15242,MAP1B,exact,MAP1B
15243,ARHGEF28,exact,ARHGEF28
15244,AC010501.1,unmatched,
15245,AC008897.3,unmatched,
15246,SV2C,exact,SV2C
15247,AC026725.1,unmatched,
15248,FAM151B,exact,FAM151B
15249,AC008434.1,unmatched,
15250,CKMT2,exact,CKMT2
15251,AC026726.1,unmatched,
15252,LINC01949,unmatched,
15253,ADGRV1,exact,ADGRV1
15254,AC020900.1,unmatched,
15255,LIX1-AS1,exact,LIX1-AS1
15256,EFNA5,exact,EFNA5
15257,TICAM2,exact,TICAM2
15258,AC034236.3,unmatched,
15259,AC008629.1,unmatched,
15260,IL3,exact,IL3
15261,CSF2,exact,CSF2
15262,P4HA2,exact,P4HA2
15263,PDLIM4,exact,PDLIM4
15264,SLC22A4,exact,SLC22A4
15265,AC004039.1,unmatched,
15266,GDF9,unmatched,
15267,CATSPER3,exact,CATSPER3
15268,EGR1,exact,EGR1
15269,LRRTM2,exact,LRRTM2
15270,MZB1,exact,MZB1
15271,ECSCR,exact,ECSCR
15272,HBEGF,exact,HBEGF
15273,AC008438.1,unmatched,
15274,PCDHB1,exact,PCDHB1
15275,SLC25A2,exact,SLC25A2
15276,PCDHGA7,exact,PCDHGA7
15277,PCDHGB5,exact,PCDHGB5
15278,PCDHGB6,exact,PCDHGB6
15279,PCDHGB7,exact,PCDHGB7
15280,AC008781.2,unmatched,
15281,AC008781.1,unmatched,
15282,SPRY4,exact,SPRY4
15283,SPRY4-AS1,exact,SPRY4-AS1
15284,AC091948.1,unmatched,
15285,GRPEL2-AS1,exact,GRPEL2-AS1
15286,CARMN,unmatched,
15287,NDST1,exact,NDST1
15288,IRGM,exact,IRGM
15289,FAM71B,unmatched,
15290,FNDC9,exact,FNDC9
15291,ADAM19,exact,ADAM19
15292,NIPAL4,exact,NIPAL4
15293,LINC02202,exact,LINC02202
15294,ATP10B,exact,ATP10B
15295,AC008456.1,unmatched,
15296,WWC1,exact,WWC1
15297,AC034199.1,unmatched,
15298,STC2,exact,STC2
15299,AC138956.2,unmatched,
15300,GPRIN1,exact,GPRIN1
15301,FGFR4,exact,FGFR4
15302,F12,exact,F12
15303,PRR7-AS1,unmatched,
15304,DOK3,exact,DOK3
15305,GRM6,exact,GRM6
15306,AC136604.3,unmatched,
15307,SCGB3A1,exact,SCGB3A1
15308,TRIM7,exact,TRIM7
15309,FOXC1,exact,FOXC1
15310,AL031768.1,unmatched,
15311,MYLK4,exact,MYLK4
15312,LINC02533,unmatched,
15313,PPP1R3G,exact,PPP1R3G
15314,AL136307.1,unmatched,
15315,LY86,exact,LY86
15316,CAGE1,exact,CAGE1
15317,TXNDC5,exact,TXNDC5
15318,AL138885.3,unmatched,
15319,TFAP2A-AS1,unmatched,
15320,AL157373.2,unmatched,
15321,JARID2-AS1,exact,JARID2-AS1
15322,AL137003.1,unmatched,
15323,KIF13A,exact,KIF13A
15324,HIST1H4A,official_alias,HIST1H4A
15325,HIST1H2AE,official_alias,HIST1H2AE
15326,HIST1H2BI,official_alias,HIST1H2BI
15327,HIST1H2BK,official_alias,HIST1H2BK
15328,HIST1H2AH,official_alias,HIST1H2AH
15329,PRSS16,exact,PRSS16
15330,HIST1H2BL,official_alias,HIST1H2BL
15331,HIST1H2AK,official_alias,HIST1H2AK
15332,HIST1H1B,official_alias,HIST1H1B
15333,AL358933.1,unmatched,
15334,AL662890.1,unmatched,
15335,LINC01556,unmatched,
15336,ZNF311,exact,ZNF311
15337,OR2I1P,exact,OR2I1P
15338,UBD,exact,UBD
15339,TRIM31,exact,TRIM31
15340,AL662797.1,unmatched,
15341,SFTA2,exact,SFTA2
15342,C6orf47-AS1,unmatched,
15343,EHMT2-AS1,exact,EHMT2-AS1
15344,AL662796.1,unmatched,
15345,COL11A2,exact,COL11A2
15346,KIFC1,exact,KIFC1
15347,LINC00336,exact,LINC00336
15348,GRM4,exact,GRM4
15349,RPS10-NUDT3,exact,RPS10-NUDT3
15350,SLC26A8,exact,SLC26A8
15351,C6orf222,official_alias,C6orf222
15352,ETV7,exact,ETV7
15353,CDKN1A,exact,CDKN1A
15354,AL121574.1,unmatched,
15355,KCNK5,exact,KCNK5
15356,KIF6,exact,KIF6
15357,DAAM2,exact,DAAM2
15358,TREML2,exact,TREML2
15359,FOXP4-AS1,exact,FOXP4-AS1
15360,AL512274.1,unmatched,
15361,GUCA1B,exact,GUCA1B
15362,PRPH2,exact,PRPH2
15363,AL133375.1,unmatched,
15364,LRRC73,exact,LRRC73
15365,AL355802.2,unmatched,
15366,RSPH9,exact,RSPH9
15367,VEGFA,exact,VEGFA
15368,AL136131.3,unmatched,
15369,ZNF451-AS1,exact,ZNF451-AS1
15370,OOEP,exact,OOEP
15371,AL451064.1,unmatched,
15372,AL359715.1,unmatched,
15373,AL049697.1,unmatched,
15374,AL353135.1,unmatched,
15375,AL137784.2,unmatched,
15376,AL133406.3,unmatched,
15377,AL133406.2,unmatched,
15378,Z98200.1,unmatched,
15379,AL390208.1,unmatched,
15380,MARCKS,exact,MARCKS
15381,HDAC2-AS2,exact,HDAC2-AS2
15382,AL050331.2,unmatched,
15383,PKIB,exact,PKIB
15384,HEY2,exact,HEY2
15385,AL096711.2,unmatched,
15386,KIAA0408,exact,KIAA0408
15387,SOGA3,exact,SOGA3
15388,LAMA2,exact,LAMA2
15389,TMEM200A,exact,TMEM200A
15390,AL049552.1,unmatched,
15391,LINC00271,unmatched,
15392,AL138828.1,unmatched,
15393,MAP7,exact,MAP7
15394,GVQW2,official_alias,GVQW2
15395,TXLNB,exact,TXLNB
15396,AL023581.2,unmatched,
15397,AL358852.1,unmatched,
15398,ULBP2,exact,ULBP2
15399,ULBP1,exact,ULBP1
15400,PPP1R14C,exact,PPP1R14C
15401,IYD,exact,IYD
15402,PLEKHG1,exact,PLEKHG1
15403,AL133260.2,unmatched,
15404,AKAP12,exact,AKAP12
15405,AL390955.2,unmatched,
15406,PNLDC1,exact,PNLDC1
15407,BX322234.1,unmatched,
15408,AL354892.1,unmatched,
15409,AL731661.1,unmatched,
15410,AC226118.1,unmatched,
15411,PDGFA,exact,PDGFA
15412,GPER1,exact,GPER1
15413,MICALL2,exact,MICALL2
15414,AMZ1,exact,AMZ1
15415,SDK1,exact,SDK1
15416,SLC29A4,exact,SLC29A4
15417,AC092171.3,unmatched,
15418,FSCN1,exact,FSCN1
15419,AC073343.2,unmatched,
15420,AC006042.2,unmatched,
15421,AC007029.1,unmatched,
15422,AC011287.1,unmatched,
15423,TSPAN13,exact,TSPAN13
15424,HDAC9,exact,HDAC9
15425,ITGB8,exact,ITGB8
15426,ABCB5,exact,ABCB5
15427,DNAH11,exact,DNAH11
15428,AC005082.1,unmatched,
15429,GPNMB,exact,GPNMB
15430,IGF2BP3,exact,IGF2BP3
15431,HOXA10,exact,HOXA10
15432,AC006027.1,unmatched,
15433,AC005154.6,unmatched,
15434,AC005154.4,unmatched,
15435,GPR141,exact,GPR141
15436,AC004837.2,unmatched,
15437,INHBA-AS1,exact,INHBA-AS1
15438,LINC01952,unmatched,
15439,NACAD,exact,NACAD
15440,AC073115.2,unmatched,
15441,TNS3,exact,TNS3
15442,AC020743.1,unmatched,
15443,DDC,exact,DDC
15444,GRB10,exact,GRB10
15445,FKBP6,exact,FKBP6
15446,METTL27,exact,METTL27
15447,SSC4D,exact,SSC4D
15448,AC003991.1,unmatched,
15449,STEAP1,exact,STEAP1
15450,STEAP2,exact,STEAP2
15451,CFAP69,exact,CFAP69
15452,LRRD1,exact,LRRD1
15453,AC007566.1,unmatched,
15454,AC002454.1,unmatched,
15455,PPP1R9A,exact,PPP1R9A
15456,BAIAP2L1,exact,BAIAP2L1
15457,NPTX2,exact,NPTX2
15458,TMEM130,exact,TMEM130
15459,AC004834.1,unmatched,
15460,AC069294.1,unmatched,
15461,CYP3A43,exact,CYP3A43
15462,AC092849.1,unmatched,
15463,PCOLCE-AS1,exact,PCOLCE-AS1
15464,ZAN,exact,ZAN
15465,MUC12,exact,MUC12
15466,EFCAB10,exact,EFCAB10
15467,LINC01393,exact,LINC01393
15468,CAV2,exact,CAV2
15469,CAV1,exact,CAV1
15470,AC018638.6,unmatched,
15471,IRF5,exact,IRF5
15472,STRIP2,exact,STRIP2
15473,MESTIT1,exact,MESTIT1
15474,AC009275.1,unmatched,
15475,AC009276.1,unmatched,
15476,SVOPL,exact,SVOPL
15477,TMEM213,exact,TMEM213
15478,KIAA1549,exact,KIAA1549
15479,ZC3HAV1L,exact,ZC3HAV1L
15480,RAB19,exact,RAB19
15481,DENND2A,exact,DENND2A
15482,TAS2R5,exact,TAS2R5
15483,TRBV3-1,unmatched,
15484,TRBV4-1,exact,TRBV4-1
15485,TRBV4-2,exact,TRBV4-2
15486,TRBV7-2,unmatched,
15487,TRBV10-2,unmatched,
15488,TRBV6-5,unmatched,
15489,TRBV5-4,exact,TRBV5-4
15490,TRBV5-6,unmatched,
15491,TRBV12-4,unmatched,
15492,TRBV15,unmatched,
15493,TRBV21-1,unmatched,
15494,TRBV23-1,unmatched,
15495,MTRNR2L6,exact,MTRNR2L6
15496,TMEM139,exact,TMEM139
15497,FAM131B,exact,FAM131B
15498,AC093673.2,unmatched,
15499,OR2A42,exact,OR2A42
15500,OR2A1,exact,OR2A1
15501,AC073314.1,unmatched,
15502,WDR86,exact,WDR86
15503,ASMT,exact,ASMT
15504,AL683807.2,unmatched,
15505,LINC00102,exact,LINC00102
15506,TLR7,exact,TLR7
15507,AC003035.1,unmatched,
15508,ASB9,exact,ASB9
15509,ASB11,exact,ASB11
15510,NHS,exact,NHS
15511,PHKA2-AS1,unmatched,
15512,MAP7D2,exact,MAP7D2
15513,PHEX,exact,PHEX
15514,GK-AS1,unmatched,
15515,LANCL3,exact,LANCL3
15516,MID1IP1-AS1,unmatched,
15517,AC108879.1,unmatched,
15518,LINC01281,exact,LINC01281
15519,AC234772.3,unmatched,
15520,AC234772.2,unmatched,
15521,UXT-AS1,exact,UXT-AS1
15522,AC115618.1,unmatched,
15523,KCND1,exact,KCND1
15524,GAGE10,exact,GAGE10
15525,NUDT10,exact,NUDT10
15526,FAM156A,exact,FAM156A
15527,FGD1,exact,FGD1
15528,ALAS2,exact,ALAS2
15529,ERCC6L,exact,ERCC6L
15530,XKRX,exact,XKRX
15531,CENPI,exact,CENPI
15532,AL035427.1,unmatched,
15533,KCNE5,exact,KCNE5
15534,ALG13-AS1,unmatched,
15535,ZCCHC12,exact,ZCCHC12
15536,RHOXF2,exact,RHOXF2
15537,RTL8B,exact,RTL8B
15538,SMIM10L2B-AS1,unmatched,
15539,AFF2,exact,AFF2
15540,MAMLD1,exact,MAMLD1
15541,TREX2,exact,TREX2
15542,SLC6A8,exact,SLC6A8
15543,CLIC2,exact,CLIC2
15544,AC100810.3,unmatched,
15545,AC019257.1,unmatched,
15546,AC103957.2,unmatched,
15547,AC104964.4,unmatched,
15548,RP1L1,exact,RP1L1
15549,AF131216.4,unmatched,
15550,FAM86B2,exact,FAM86B2
15551,C8orf48,exact,C8orf48
15552,SH2D4A,exact,SH2D4A
15553,NPM2,exact,NPM2
15554,FGF17,exact,FGF17
15555,EGR3,exact,EGR3
15556,AC026979.1,unmatched,
15557,AC102945.1,unmatched,
15558,AC087362.2,unmatched,
15559,AC009630.2,unmatched,
15560,AC103724.3,unmatched,
15561,CHRNA6,exact,CHRNA6
15562,AC026904.2,unmatched,
15563,AC068389.4,unmatched,
15564,CLVS1,exact,CLVS1
15565,LINC01289,exact,LINC01289
15566,DNAJC5B,exact,DNAJC5B
15567,XKR9,exact,XKR9
15568,SBSPON,exact,SBSPON
15569,MIR2052HG,exact,MIR2052HG
15570,CASC9,exact,CASC9
15571,AC009686.2,unmatched,
15572,AC022778.1,unmatched,
15573,AC079209.1,unmatched,
15574,AC009902.2,unmatched,
15575,CA2,exact,CA2
15576,CNGB3,exact,CNGB3
15577,SLC26A7,exact,SLC26A7
15578,AC010834.3,unmatched,
15579,GEM,exact,GEM
15580,MATN2,exact,MATN2
15581,AC016877.1,unmatched,
15582,AP003472.2,unmatched,
15583,AP001330.5,unmatched,
15584,AP003696.1,unmatched,
15585,AP003354.1,unmatched,
15586,BAALC-AS1,exact,BAALC-AS1
15587,CTHRC1,exact,CTHRC1
15588,AP005717.1,unmatched,
15589,AC090922.1,unmatched,
15590,TRIB1,exact,TRIB1
15591,AC022973.3,unmatched,
15592,KCNQ3,exact,KCNQ3
15593,KHDRBS3,exact,KHDRBS3
15594,ERICD,exact,ERICD
15595,AC100803.3,unmatched,
15596,ARC,exact,ARC
15597,LY6K,exact,LY6K
15598,LY6H,exact,LY6H
15599,AC067930.1,unmatched,
15600,AC067930.3,unmatched,
15601,OPLAH,exact,OPLAH
15602,TMEM249,exact,TMEM249
15603,ARHGAP39,exact,ARHGAP39
15604,VLDLR-AS1,exact,VLDLR-AS1
15605,MLANA,exact,MLANA
15606,GLDC,exact,GLDC
15607,BNC2,exact,BNC2
15608,CNTLN,exact,CNTLN
15609,IFNB1,exact,IFNB1
15610,TUSC1,exact,TUSC1
15611,LRRC19,exact,LRRC19
15612,ANKRD18B,exact,ANKRD18B
15613,LINC01251,official_alias,LINC01251
15614,KIF24,exact,KIF24
15615,ENHO,exact,ENHO
15616,CCL27,exact,CCL27
15617,UNC13B,exact,UNC13B
15618,RUSC2,exact,RUSC2
15619,FAM166B,unmatched,
15620,AL357874.1,unmatched,
15621,MSMP,exact,MSMP
15622,MELK,exact,MELK
15623,AL512604.3,unmatched,
15624,SHB,exact,SHB
15625,AL591441.1,unmatched,
15626,AL590399.1,unmatched,
15627,BX005266.2,unmatched,
15628,AL512625.3,unmatched,
15629,ANKRD20A3,unmatched,
15630,RORB,exact,RORB
15631,GADD45G,exact,GADD45G
15632,AL606807.1,unmatched,
15633,AL158071.3,unmatched,
15634,AL158071.1,unmatched,
15635,AL158071.4,unmatched,
15636,OGN,exact,OGN
15637,ASPN,exact,ASPN
15638,ECM2,exact,ECM2
15639,AL158152.2,unmatched,
15640,NUTM2G,exact,NUTM2G
15641,AL359710.1,unmatched,
15642,NR4A3,exact,NR4A3
15643,BAAT,exact,BAAT
15644,TAL2,exact,TAL2
15645,PTPN3,exact,PTPN3
15646,AKAP2,official_alias,AKAP2
15647,PTGR1,exact,PTGR1
15648,C9orf84,official_alias,C9orf84
15649,COL27A1,exact,COL27A1
15650,TNFSF15,exact,TNFSF15
15651,NR6A1,exact,NR6A1
15652,CERCAM,exact,CERCAM
15653,LINC01503,exact,LINC01503
15654,PRRX2,exact,PRRX2
15655,AL158207.2,unmatched,
15656,AL360004.1,unmatched,
15657,NCS1,exact,NCS1
15658,AIF1L,exact,AIF1L
15659,CEL,exact,CEL
15660,VAV2,exact,VAV2
15661,AL355574.1,unmatched,
15662,CARD9,exact,CARD9
15663,SAPCD2,exact,SAPCD2
15664,TOR4A,exact,TOR4A
15665,NRARP,exact,NRARP
15666,NOXA1,exact,NOXA1
15667,AC136475.2,unmatched,
15668,AC136475.4,unmatched,
15669,CRACR2B,exact,CRACR2B
15670,KRTAP5-AS1,exact,KRTAP5-AS1
15671,AC068580.4,unmatched,
15672,CD81-AS1,exact,CD81-AS1
15673,PHLDA2,exact,PHLDA2
15674,CARS-AS1,official_alias,CARS-AS1
15675,AC090587.1,unmatched,
15676,RRM1-AS1,unmatched,
15677,OR52K2,exact,OR52K2
15678,OR52K1,exact,OR52K1
15679,OR51M1,exact,OR51M1
15680,OR52H1,exact,OR52H1
15681,OR52N4,exact,OR52N4
15682,CAVIN3,exact,CAVIN3
15683,OR2AG2,exact,OR2AG2
15684,ZNF215,exact,ZNF215
15685,CYB5R2,exact,CYB5R2
15686,ST5,official_alias,ST5
15687,AC011092.2,unmatched,
15688,GALNT18,exact,GALNT18
15689,CSNK2A3,exact,CSNK2A3
15690,LINC02547,exact,LINC02547
