row_type,diagnostic,pathway,draw_id,method,feature,n_genes,truth_count,value,target_feature_rank_percentile_mean,non_target_feature_rank_percentile_mean,status
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,8,NA,expression_sd,27,5,0.42727272727272714,0.8666666666666666,0.43939393939393945,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,8,vanilla_scpa,mean_expression,27,5,0.6761202240644948,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,8,vanilla_scpa,mean_expression,27,5,0.6444717146275994,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,8,vanilla_scpa,detection_fraction,27,5,0.6616561136725826,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,8,vanilla_scpa,detection_fraction,27,5,0.6304216203750546,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,8,vanilla_scpa,expression_sd,27,5,0.6816596705975676,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,8,vanilla_scpa,expression_sd,27,5,0.6493587039328325,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,8,genept_scpa,mean_expression,27,5,-0.1420255049572998,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,8,genept_scpa,mean_expression,27,5,-0.14416618450437294,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,8,genept_scpa,detection_fraction,27,5,-0.12107597277270893,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,8,genept_scpa,detection_fraction,27,5,-0.1240073536202869,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,8,genept_scpa,expression_sd,27,5,-0.14017701682336528,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,8,genept_scpa,expression_sd,27,5,-0.14294443717806468,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,9,NA,mean_expression,27,5,0.42727272727272714,0.8666666666666666,0.43939393939393945,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,9,NA,detection_fraction,27,5,0.42727272727272714,0.8666666666666666,0.43939393939393945,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,9,NA,expression_sd,27,5,0.42727272727272714,0.8666666666666666,0.43939393939393945,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,9,vanilla_scpa,mean_expression,27,5,0.6761202240644948,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,9,vanilla_scpa,mean_expression,27,5,0.6444717146275994,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,9,vanilla_scpa,detection_fraction,27,5,0.6616561136725826,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,9,vanilla_scpa,detection_fraction,27,5,0.6304216203750546,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,9,vanilla_scpa,expression_sd,27,5,0.6816596705975676,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,9,vanilla_scpa,expression_sd,27,5,0.6493587039328325,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,9,genept_scpa,mean_expression,27,5,-0.1420255049572998,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,9,genept_scpa,mean_expression,27,5,-0.14416618450437294,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,9,genept_scpa,detection_fraction,27,5,-0.12107597277270893,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,9,genept_scpa,detection_fraction,27,5,-0.1240073536202869,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,9,genept_scpa,expression_sd,27,5,-0.14017701682336528,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,9,genept_scpa,expression_sd,27,5,-0.14294443717806468,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,10,NA,mean_expression,27,5,0.409090909090909,0.8518518518518517,0.44276094276094274,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,10,NA,detection_fraction,27,5,0.3909090909090909,0.837037037037037,0.44612794612794615,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,10,NA,expression_sd,27,5,0.409090909090909,0.8518518518518517,0.44276094276094274,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,10,vanilla_scpa,mean_expression,27,5,0.6761202240644948,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,10,vanilla_scpa,mean_expression,27,5,0.6444717146275994,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,10,vanilla_scpa,detection_fraction,27,5,0.6616561136725826,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,10,vanilla_scpa,detection_fraction,27,5,0.6304216203750546,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,10,vanilla_scpa,expression_sd,27,5,0.6816596705975676,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,10,vanilla_scpa,expression_sd,27,5,0.6493587039328325,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,10,genept_scpa,mean_expression,27,5,-0.1420255049572998,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,10,genept_scpa,mean_expression,27,5,-0.14416618450437294,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,10,genept_scpa,detection_fraction,27,5,-0.12107597277270893,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,10,genept_scpa,detection_fraction,27,5,-0.1240073536202869,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,10,genept_scpa,expression_sd,27,5,-0.14017701682336528,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,10,genept_scpa,expression_sd,27,5,-0.14294443717806468,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,11,NA,mean_expression,27,5,0.409090909090909,0.8518518518518517,0.44276094276094274,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,11,NA,detection_fraction,27,5,0.42727272727272714,0.8666666666666666,0.43939393939393945,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,11,NA,expression_sd,27,5,0.409090909090909,0.8518518518518517,0.44276094276094274,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,11,vanilla_scpa,mean_expression,27,5,0.6761202240644948,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,11,vanilla_scpa,mean_expression,27,5,0.6444717146275994,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,11,vanilla_scpa,detection_fraction,27,5,0.6616561136725826,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,11,vanilla_scpa,detection_fraction,27,5,0.6304216203750546,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,11,vanilla_scpa,expression_sd,27,5,0.6816596705975676,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,11,vanilla_scpa,expression_sd,27,5,0.6493587039328325,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,11,genept_scpa,mean_expression,27,5,-0.1420255049572998,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,11,genept_scpa,mean_expression,27,5,-0.14416618450437294,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,11,genept_scpa,detection_fraction,27,5,-0.12107597277270893,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,11,genept_scpa,detection_fraction,27,5,-0.1240073536202869,,,ESTIMATED
unit,spearman_masking_delta_vs_feature,KEGG_BUTANOATE_METABOLISM,11,genept_scpa,expression_sd,27,5,-0.14017701682336528,,,ESTIMATED
unit,spearman_negative_rank_vs_feature,KEGG_BUTANOATE_METABOLISM,11,genept_scpa,expression_sd,27,5,-0.14294443717806468,,,ESTIMATED
unit,truth_target_minus_non_target_feature_rank_percentile,KEGG_BUTANOATE_METABOLISM,12,NA,mean_expression,27,5,0.4090909090909089,0.8518518518518517,0.44276094276094285,ESTIMATED
